abbr;elev;year
cala_alpi;1580;2019
card_defl;1580;2019
care_cary;1580;2019
care_ferr;1580;2019
care_orni;1580;2019
plan_lanc;1580;2019
pote_erec;1580;2019
sesl_albi;1580;2019
vero_cham;1580;2019
agro_capi;1580;2019
anth_odor;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_cary;1580;2019
care_orni;1580;2019
care_pall;1580;2019
care_pani;1580;2019
care_semp;1580;2019
dact_glom;1580;2019
fest_rubr;1580;2019
lotu_corn;1580;2019
plan_medi;1580;2019
pote_aure;1580;2019
pote_erec;1580;2019
sesl_albi;1580;2019
thym_prae;1580;2019
vero_cham;1580;2019
viol_bifl;1580;2019
dact_glom;1580;2019
fest_prat;1580;2019
poa_alpi;1580;2019
poa_annu;1580;2019
pote_erec;1580;2019
vacc_myrt;1580;2019
vero_cham;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_orni;1580;2019
plan_lanc;1580;2019
poa_alpi;1580;2019
pote_aure;1580;2019
pote_erec;1580;2019
vero_cham;1580;2019
viol_bifl;1580;2019
agro_capi;1580;2019
anth_odor;1580;2019
briz_medi;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_flac;1580;2019
care_orni;1580;2019
fest_rubr;1580;2019
plan_lanc;1580;2019
plan_medi;1580;2019
pote_erec;1580;2019
thym_prae;1580;2019
vacc_myrt;1580;2019
vero_cham;1580;2019
viol_bifl;1580;2019
agro_capi;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_ferr;1580;2019
care_orni;1580;2019
care_pani;1580;2019
care_semp;1580;2019
fest_rubr;1580;2019
plan_lanc;1580;2019
poa_alpi;1580;2019
pote_erec;1580;2019
vero_cham;1580;2019
viol_bifl;1580;2019
agro_capi;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_ferr;1580;2019
care_flac;1580;2019
care_orni;1580;2019
fest_rubr;1580;2019
hipp_como;1580;2019
plan_lanc;1580;2019
poa_alpi;1580;2019
pote_erec;1580;2019
thym_prae;1580;2019
vero_cham;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_orni;1580;2019
fest_rubr;1580;2019
lotu_corn;1580;2019
pote_erec;1580;2019
thym_prae;1580;2019
vero_cham;1580;2019
anth_odor;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_orni;1580;2019
fest_rubr;1580;2019
hipp_como;1580;2019
plan_lanc;1580;2019
poa_alpi;1580;2019
pote_erec;1580;2019
thym_prae;1580;2019
vero_cham;1580;2019
agro_capi;1580;2019
bisc_laev;1580;2019
briz_medi;1580;2019
cala_alpi;1580;2019
card_defl;1580;2019
care_ferr;1580;2019
care_orni;1580;2019
care_pani;1580;2019
fest_rubr;1580;2019
plan_lanc;1580;2019
plan_medi;1580;2019
pote_aure;1580;2019
pote_erec;1580;2019
thym_prae;1580;2019
vero_cham;1580;2019
agro_capi;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
cala_alpi;1807;2019
care_orni;1807;2019
care_semp;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
poa_alpi;1807;2019
pote_aure;1807;2019
sesl_albi;1807;2019
viol_bifl;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
briz_medi;1807;2019
care_semp;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
pote_erec;1807;2019
sesl_albi;1807;2019
viol_bifl;1807;2019
agro_capi;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
cala_alpi;1807;2019
card_defl;1807;2019
care_firm;1807;2019
care_semp;1807;2019
fest_quad;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
pote_erec;1807;2019
sesl_albi;1807;2019
thym_prae;1807;2019
viol_bifl;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
cala_alpi;1807;2019
care_semp;1807;2019
fest_quad;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
poa_alpi;1807;2019
sesl_albi;1807;2019
thym_prae;1807;2019
vacc_myrt;1807;2019
vacc_viti;1807;2019
vale_saxa;1807;2019
viol_bifl;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
cala_alpi;1807;2019
care_ferr;1807;2019
care_orni;1807;2019
care_semp;1807;2019
fest_quad;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
poa_alpi;1807;2019
pote_erec;1807;2019
sesl_albi;1807;2019
thym_prae;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
care_ferr;1807;2019
care_firm;1807;2019
care_semp;1807;2019
fest_quad;1807;2019
heli_numm;1807;2019
sesl_albi;1807;2019
viol_bifl;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
cala_alpi;1807;2019
care_semp;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
poa_alpi;1807;2019
pote_erec;1807;2019
sesl_albi;1807;2019
thym_prae;1807;2019
vale_saxa;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
care_semp;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
sesl_albi;1807;2019
anth_vuln;1807;2019
bisc_laev;1807;2019
cala_alpi;1807;2019
care_ferr;1807;2019
care_semp;1807;2019
fest_quad;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
pote_erec;1807;2019
sesl_albi;1807;2019
viol_bifl;1807;2019
bisc_laev;1807;2019
briz_medi;1807;2019
care_ferr;1807;2019
care_semp;1807;2019
heli_numm;1807;2019
lotu_corn;1807;2019
pote_erec;1807;2019
sesl_albi;1807;2019
vacc_myrt;1807;2019
viol_bifl;1807;2019
bisc_laev;1986;2019
care_firm;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_alpe;1986;2019
heli_numm;1986;2019
sesl_albi;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
care_firm;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_numm;1986;2019
sesl_albi;1986;2019
viol_bifl;1986;2019
bisc_laev;1986;2019
care_ferr;1986;2019
care_semp;1986;2019
fest_quad;1986;2019
heli_numm;1986;2019
lotu_corn;1986;2019
sesl_albi;1986;2019
viol_bifl;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
care_ferr;1986;2019
care_firm;1986;2019
care_semp;1986;2019
fest_quad;1986;2019
heli_numm;1986;2019
sesl_albi;1986;2019
thym_prae;1986;2019
viol_bifl;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
cala_alpi;1986;2019
care_ferr;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_numm;1986;2019
lotu_corn;1986;2019
poa_alpi;1986;2019
sesl_albi;1986;2019
viol_bifl;1986;2019
agro_capi;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
card_defl;1986;2019
care_firm;1986;2019
care_orni;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_alpe;1986;2019
heli_numm;1986;2019
lotu_corn;1986;2019
poa_alpi;1986;2019
sesl_albi;1986;2019
viol_bifl;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
care_ferr;1986;2019
care_firm;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_numm;1986;2019
lotu_corn;1986;2019
sesl_albi;1986;2019
thym_prae;1986;2019
bisc_laev;1986;2019
cala_alpi;1986;2019
care_firm;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_alpe;1986;2019
heli_numm;1986;2019
lotu_corn;1986;2019
sesl_albi;1986;2019
vacc_myrt;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
cala_alpi;1986;2019
care_ferr;1986;2019
care_firm;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
heli_numm;1986;2019
lotu_corn;1986;2019
poa_alpi;1986;2019
sesl_albi;1986;2019
thym_prae;1986;2019
anth_vuln;1986;2019
bisc_laev;1986;2019
care_firm;1986;2019
care_semp;1986;2019
drya_octo;1986;2019
fest_quad;1986;2019
lotu_corn;1986;2019
sesl_albi;1986;2019
vacc_viti;1986;2019
anth_odor;828;2019
care_cary;828;2019
care_flac;828;2019
care_pall;828;2019
care_sylv;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
lotu_corn;828;2019
orig_vulg;828;2019
phle_prat;828;2019
plan_lanc;828;2019
poa_prat;828;2019
trif_prat;828;2019
trif_repe;828;2019
vero_cham;828;2019
agro_capi;828;2019
anth_odor;828;2019
arrh_elat;828;2019
brac_sylv;828;2019
briz_medi;828;2019
care_flac;828;2019
care_flav;828;2019
care_orni;828;2019
care_pall;828;2019
care_pani;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
lotu_corn;828;2019
plan_lanc;828;2019
trif_prat;828;2019
trif_repe;828;2019
vero_cham;828;2019
anth_odor;828;2019
brac_sylv;828;2019
care_cary;828;2019
care_flac;828;2019
care_orni;828;2019
care_sylv;828;2019
cyno_cris;828;2019
desc_cesp;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
orig_vulg;828;2019
sesl_albi;828;2019
trif_prat;828;2019
trif_repe;828;2019
vacc_myrt;828;2019
vero_cham;828;2019
anth_odor;828;2019
brac_sylv;828;2019
care_flac;828;2019
care_pani;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
plan_lanc;828;2019
poa_annu;828;2019
poa_triv;828;2019
rume_acet;828;2019
trif_prat;828;2019
trif_repe;828;2019
vero_cham;828;2019
anth_odor;828;2019
brac_sylv;828;2019
care_flac;828;2019
care_orni;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
holc_lana;828;2019
lotu_corn;828;2019
orig_vulg;828;2019
plan_lanc;828;2019
poa_triv;828;2019
trif_prat;828;2019
trif_repe;828;2019
vero_cham;828;2019
anth_odor;828;2019
arrh_elat;828;2019
brac_sylv;828;2019
care_flac;828;2019
care_pani;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
orig_vulg;828;2019
plan_lanc;828;2019
poa_triv;828;2019
trif_prat;828;2019
trif_repe;828;2019
vero_cham;828;2019
anth_odor;828;2019
brac_sylv;828;2019
cala_vari;828;2019
care_cary;828;2019
care_flac;828;2019
care_pall;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
lotu_corn;828;2019
orig_vulg;828;2019
plan_lanc;828;2019
trif_prat;828;2019
trif_repe;828;2019
vacc_myrt;828;2019
vero_cham;828;2019
agro_capi;828;2019
anth_odor;828;2019
brac_sylv;828;2019
briz_medi;828;2019
care_flac;828;2019
care_orni;828;2019
care_pall;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
orig_vulg;828;2019
plan_lanc;828;2019
poa_triv;828;2019
trif_prat;828;2019
trif_repe;828;2019
vero_cham;828;2019
anth_odor;828;2019
brac_pinn;828;2019
cala_vari;828;2019
care_flac;828;2019
care_flav;828;2019
care_pall;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
holc_lana;828;2019
orig_vulg;828;2019
plan_lanc;828;2019
pote_erec;828;2019
trif_prat;828;2019
trif_repe;828;2019
anth_odor;828;2019
arrh_elat;828;2019
brac_sylv;828;2019
briz_medi;828;2019
care_flac;828;2019
care_pall;828;2019
care_sylv;828;2019
cyno_cris;828;2019
dact_glom;828;2019
fest_prat;828;2019
fest_rubr;828;2019
frag_vesc;828;2019
lotu_corn;828;2019
orig_vulg;828;2019
plan_lanc;828;2019
poa_triv;828;2019
prim_elat;828;2019
trif_prat;828;2019
trif_repe;828;2019
agro_capi;1046;2019
anth_odor;1046;2019
briz_medi;1046;2019
care_flac;1046;2019
care_oval;1046;2019
care_pall;1046;2019
care_pani;1046;2019
care_sylv;1046;2019
dact_glom;1046;2019
desc_cesp;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
lotu_corn;1046;2019
plan_lanc;1046;2019
poa_annu;1046;2019
poa_triv;1046;2019
pote_erec;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
anth_odor;1046;2019
care_flac;1046;2019
care_fusc;1046;2019
care_sylv;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
plan_lanc;1046;2019
poa_annu;1046;2019
poa_triv;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
agro_capi;1046;2019
anth_odor;1046;2019
briz_medi;1046;2019
care_flac;1046;2019
care_fusc;1046;2019
care_oval;1046;2019
care_pani;1046;2019
care_sylv;1046;2019
caru_carv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
poa_annu;1046;2019
poa_prat;1046;2019
poa_triv;1046;2019
prim_elat;1046;2019
rume_acet;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
agro_capi;1046;2019
anth_odor;1046;2019
care_oval;1046;2019
care_sylv;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
plan_lanc;1046;2019
plan_medi;1046;2019
poa_annu;1046;2019
poa_triv;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
agro_capi;1046;2019
anth_odor;1046;2019
briz_medi;1046;2019
care_flac;1046;2019
care_pall;1046;2019
care_pani;1046;2019
care_sylv;1046;2019
caru_carv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
phle_prat;1046;2019
plan_lanc;1046;2019
poa_prat;1046;2019
poa_triv;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
viol_bifl;1046;2019
agro_capi;1046;2019
anth_odor;1046;2019
care_flac;1046;2019
care_oval;1046;2019
care_sylv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_nigr;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
plan_lanc;1046;2019
poa_triv;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
anth_odor;1046;2019
briz_medi;1046;2019
care_fusc;1046;2019
care_pall;1046;2019
care_sylv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
lotu_corn;1046;2019
plan_lanc;1046;2019
plan_medi;1046;2019
poa_prat;1046;2019
poa_triv;1046;2019
pote_erec;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
agro_capi;1046;2019
anth_odor;1046;2019
care_cary;1046;2019
care_flac;1046;2019
care_fusc;1046;2019
care_pani;1046;2019
care_sylv;1046;2019
caru_carv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
gera_sylv;1046;2019
lotu_corn;1046;2019
plan_lanc;1046;2019
plan_medi;1046;2019
poa_annu;1046;2019
pote_erec;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
anth_odor;1046;2019
care_pani;1046;2019
care_sylv;1046;2019
caru_carv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
plan_lanc;1046;2019
plan_medi;1046;2019
poa_prat;1046;2019
poa_triv;1046;2019
prim_elat;1046;2019
rume_acet;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
agro_capi;1046;2019
anth_odor;1046;2019
arrh_elat;1046;2019
briz_medi;1046;2019
care_pani;1046;2019
care_sylv;1046;2019
cyno_cris;1046;2019
dact_glom;1046;2019
fest_prat;1046;2019
fest_rubr;1046;2019
lotu_corn;1046;2019
plan_lanc;1046;2019
plan_medi;1046;2019
poa_prat;1046;2019
pote_erec;1046;2019
rume_acet;1046;2019
thym_pule;1046;2019
trif_prat;1046;2019
trif_repe;1046;2019
vero_cham;1046;2019
viol_bifl;1046;2019
agro_capi;1332;2019
anth_odor;1332;2019
care_orni;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
gera_sylv;1332;2019
poa_prat;1332;2019
poa_triv;1332;2019
pote_erec;1332;2019
trif_prat;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
anth_odor;1332;2019
arrh_elat;1332;2019
briz_medi;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
gera_sylv;1332;2019
lotu_corn;1332;2019
poa_annu;1332;2019
poa_prat;1332;2019
trif_prat;1332;2019
trif_repe;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
anth_odor;1332;2019
briz_medi;1332;2019
care_ferr;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
gera_sylv;1332;2019
poa_triv;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
anth_odor;1332;2019
cala_alpi;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
poa_alpi;1332;2019
poa_annu;1332;2019
poa_prat;1332;2019
pote_erec;1332;2019
trif_prat;1332;2019
vero_cham;1332;2019
anth_odor;1332;2019
care_flac;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
gera_sylv;1332;2019
plan_lanc;1332;2019
plan_medi;1332;2019
poa_prat;1332;2019
poa_triv;1332;2019
trif_prat;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
anth_odor;1332;2019
arrh_elat;1332;2019
cala_vari;1332;2019
care_ferr;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
poa_annu;1332;2019
poa_prat;1332;2019
pote_erec;1332;2019
trif_prat;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
anth_odor;1332;2019
care_fusc;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
plan_lanc;1332;2019
poa_prat;1332;2019
pote_erec;1332;2019
trif_prat;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
care_ferr;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
poa_annu;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
briz_medi;1332;2019
fest_rubr;1332;2019
pote_erec;1332;2019
vero_cham;1332;2019
agro_capi;1332;2019
anth_odor;1332;2019
arrh_elat;1332;2019
cala_vari;1332;2019
dact_glom;1332;2019
fest_rubr;1332;2019
poa_prat;1332;2019
vero_cham;1332;2019
bisc_laev;1546;2019
cala_alpi;1546;2019
card_defl;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
gera_sylv;1546;2019
lotu_corn;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
thym_prae;1546;2019
trif_prat;1546;2019
vacc_myrt;1546;2019
viol_bifl;1546;2019
bisc_laev;1546;2019
briz_medi;1546;2019
care_digi;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
desc_cesp;1546;2019
frag_vesc;1546;2019
gera_sylv;1546;2019
lotu_corn;1546;2019
poa_alpi;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
vacc_myrt;1546;2019
viol_bifl;1546;2019
card_defl;1546;2019
care_ferr;1546;2019
care_semp;1546;2019
frag_vesc;1546;2019
gera_sylv;1546;2019
lotu_corn;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
vacc_myrt;1546;2019
bisc_laev;1546;2019
cala_vari;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
gera_sylv;1546;2019
lotu_corn;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
viol_bifl;1546;2019
agro_capi;1546;2019
briz_medi;1546;2019
cala_alpi;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
desc_cesp;1546;2019
fest_rubr;1546;2019
lotu_corn;1546;2019
poa_alpi;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
trif_prat;1546;2019
vacc_myrt;1546;2019
vero_cham;1546;2019
viol_bifl;1546;2019
bisc_laev;1546;2019
cala_alpi;1546;2019
cala_vari;1546;2019
card_defl;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
fest_quad;1546;2019
gera_sylv;1546;2019
glob_cord;1546;2019
heli_numm;1546;2019
hipp_como;1546;2019
lotu_corn;1546;2019
poa_alpi;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
thym_prae;1546;2019
trif_prat;1546;2019
vacc_myrt;1546;2019
agro_capi;1546;2019
bisc_laev;1546;2019
cala_alpi;1546;2019
cala_vari;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
gera_sylv;1546;2019
heli_numm;1546;2019
hipp_como;1546;2019
lotu_corn;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
thym_prae;1546;2019
trif_prat;1546;2019
viol_bifl;1546;2019
anth_vuln;1546;2019
bisc_laev;1546;2019
cala_vari;1546;2019
card_defl;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
heli_numm;1546;2019
lotu_corn;1546;2019
pote_erec;1546;2019
thym_prae;1546;2019
vacc_myrt;1546;2019
anth_vuln;1546;2019
bisc_laev;1546;2019
cala_alpi;1546;2019
card_defl;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
fest_quad;1546;2019
glob_cord;1546;2019
hipp_como;1546;2019
lotu_corn;1546;2019
poa_alpi;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
thym_prae;1546;2019
trif_prat;1546;2019
vacc_myrt;1546;2019
viol_bifl;1546;2019
anth_vuln;1546;2019
bisc_laev;1546;2019
cala_alpi;1546;2019
cala_vari;1546;2019
card_defl;1546;2019
care_ferr;1546;2019
care_orni;1546;2019
care_semp;1546;2019
hipp_como;1546;2019
pote_erec;1546;2019
sesl_albi;1546;2019
viol_bifl;1546;2019
care_firm;1821;2019
drya_octo;1821;2019
fest_quad;1821;2019
heli_numm;1821;2019
sesl_albi;1821;2019
vale_saxa;1821;2019
viol_bifl;1821;2019
care_firm;1821;2019
care_semp;1821;2019
drya_octo;1821;2019
fest_quad;1821;2019
heli_numm;1821;2019
poa_alpi;1821;2019
sesl_albi;1821;2019
viol_bifl;1821;2019
bisc_laev;1821;2019
care_ferr;1821;2019
care_firm;1821;2019
care_semp;1821;2019
drya_octo;1821;2019
sesl_albi;1821;2019
viol_bifl;1821;2019
card_defl;1821;2019
care_firm;1821;2019
care_orni;1821;2019
drya_octo;1821;2019
sesl_albi;1821;2019
viol_bifl;1821;2019
care_ferr;1821;2019
care_firm;1821;2019
care_semp;1821;2019
desc_cesp;1821;2019
drya_octo;1821;2019
fest_quad;1821;2019
lotu_corn;1821;2019
poa_alpi;1821;2019
sesl_albi;1821;2019
trif_prat;1821;2019
vero_cham;1821;2019
viol_bifl;1821;2019
care_firm;1821;2019
care_orni;1821;2019
fest_quad;1821;2019
heli_numm;1821;2019
sesl_albi;1821;2019
thym_prae;1821;2019
viol_bifl;1821;2019
care_firm;1821;2019
fest_quad;1821;2019
poa_alpi;1821;2019
sesl_albi;1821;2019
viol_bifl;1821;2019
cala_alpi;1821;2019
care_firm;1821;2019
drya_octo;1821;2019
fest_quad;1821;2019
heli_numm;1821;2019
lotu_corn;1821;2019
sesl_albi;1821;2019
viol_bifl;1821;2019
briz_medi;1821;2019
care_ferr;1821;2019
care_firm;1821;2019
drya_octo;1821;2019
poa_alpi;1821;2019
sesl_albi;1821;2019
trif_prat;1821;2019
vero_cham;1821;2019
viol_bifl;1821;2019
bisc_laev;1821;2019
care_ferr;1821;2019
care_firm;1821;2019
desc_cesp;1821;2019
drya_octo;1821;2019
fest_quad;1821;2019
lotu_corn;1821;2019
sesl_albi;1821;2019
viol_bifl;1821;2019
anth_odor;716;2019
arrh_elat;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_prat;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lath_prat;716;2019
plan_lanc;716;2019
rume_acet;716;2019
trif_prat;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_prat;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lath_prat;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
rume_acet;716;2019
trif_prat;716;2019
trif_repe;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_prat;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lath_prat;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
trif_prat;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lath_prat;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
rume_acet;716;2019
trif_prat;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
briz_medi;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lath_prat;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
rume_acet;716;2019
trif_prat;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_nigr;716;2019
fest_prat;716;2019
fest_rubr;716;2019
frag_vesc;716;2019
lath_prat;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
rume_acet;716;2019
trif_prat;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
briz_medi;716;2019
care_cary;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_prat;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
trif_prat;716;2019
vero_cham;716;2019
vici_crac;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_rubr;716;2019
frag_vesc;716;2019
holc_lana;716;2019
lath_prat;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
rume_acet;716;2019
trif_prat;716;2019
trif_repe;716;2019
vero_cham;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_pall;716;2019
care_sylv;716;2019
dact_glom;716;2019
fest_prat;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lath_prat;716;2019
lotu_corn;716;2019
rume_acet;716;2019
trif_prat;716;2019
trif_repe;716;2019
vero_cham;716;2019
vici_crac;716;2019
anth_odor;716;2019
arrh_elat;716;2019
care_mont;716;2019
care_pall;716;2019
care_sylv;716;2019
cyno_cris;716;2019
dact_glom;716;2019
fest_prat;716;2019
fest_rubr;716;2019
holc_lana;716;2019
lotu_corn;716;2019
plan_lanc;716;2019
prim_elat;716;2019
rume_acet;716;2019
trif_prat;716;2019
trif_repe;716;2019
vero_cham;716;2019
anth_odor;644;2019
brac_pinn;644;2019
briz_medi;644;2019
care_mont;644;2019
dact_glom;644;2019
hipp_como;644;2019
holc_lana;644;2019
lotu_corn;644;2019
plan_lanc;644;2019
plan_medi;644;2019
pote_erec;644;2019
sesl_albi;644;2019
thym_pule;644;2019
anth_odor;644;2019
arrh_elat;644;2019
brac_pinn;644;2019
briz_medi;644;2019
